,날짜,종가,등락율
2455,2009-12-09,15560,0.78
2456,2009-12-10,15760,1.29
2457,2009-12-11,15700,-0.38
2458,2009-12-14,15580,-0.76
2459,2009-12-15,15540,-0.26
2460,2009-12-16,15600,0.39
2461,2009-12-17,15300,-1.92
2462,2009-12-18,15460,1.05
2463,2009-12-21,15420,-0.26
2464,2009-12-22,15620,1.3
2465,2009-12-23,15680,0.38
2466,2009-12-24,15800,0.77
2467,2009-12-28,15740,-0.38
2468,2009-12-29,15720,-0.13
2469,2009-12-30,15980,1.65
2470,2010-01-04,16180,1.25
2471,2010-01-05,16440,1.61
2472,2010-01-06,16820,2.31
2473,2010-01-07,16260,-3.33
2474,2010-01-08,16420,0.98
2475,2010-01-11,15940,-2.92
2476,2010-01-12,16180,1.51
2477,2010-01-13,15940,-1.48
2478,2010-01-14,16540,3.76
2479,2010-01-15,16840,1.81
2480,2010-01-18,16860,0.12
2481,2010-01-19,16460,-2.37
2482,2010-01-20,16680,1.34
2483,2010-01-21,17000,1.92
2484,2010-01-22,16500,-2.94
2485,2010-01-25,16840,2.06
2486,2010-01-26,16300,-3.21
2487,2010-01-27,16000,-1.84
2488,2010-01-28,16160,1.0
2489,2010-01-29,15680,-2.97
2490,2010-02-01,15540,-0.89
2491,2010-02-02,15440,-0.64
2492,2010-02-03,15540,0.65
2493,2010-02-04,15520,-0.13
2494,2010-02-05,15000,-3.35
2495,2010-02-08,14960,-0.27
2496,2010-02-09,15220,1.74
2497,2010-02-10,15100,-0.79
2498,2010-02-11,15260,1.06
2499,2010-02-12,15000,-1.7
2500,2010-02-16,15120,0.8
2501,2010-02-17,15580,3.04
2502,2010-02-18,15500,-0.51
2503,2010-02-19,15200,-1.94
2504,2010-02-22,15460,1.71
2505,2010-02-23,15340,-0.78
2506,2010-02-24,15040,-1.96
2507,2010-02-25,14720,-2.13
2508,2010-02-26,14880,1.09
2509,2010-03-02,15400,3.49
2510,2010-03-03,15420,0.13
2511,2010-03-04,15220,-1.3
2512,2010-03-05,15500,1.84
2513,2010-03-08,15720,1.42
2514,2010-03-09,15720,0.0
2515,2010-03-10,15680,-0.25
2516,2010-03-11,15560,-0.77
2517,2010-03-12,15560,0.0
2518,2010-03-15,15360,-1.29
2519,2010-03-16,15300,-0.39
2520,2010-03-17,15960,4.31
2521,2010-03-18,15940,-0.13
2522,2010-03-19,16080,0.88
2523,2010-03-22,16020,-0.37
2524,2010-03-23,16180,1.0
2525,2010-03-24,16380,1.24
2526,2010-03-25,16380,0.0
2527,2010-03-26,16400,0.12
2528,2010-03-29,16360,-0.24
2529,2010-03-30,16280,-0.49
2530,2010-03-31,16360,0.49
2531,2010-04-01,16900,3.3
2532,2010-04-02,17140,1.42
2533,2010-04-05,17400,1.52
2534,2010-04-06,17380,-0.11
2535,2010-04-07,17180,-1.15
2536,2010-04-08,17260,0.47
2537,2010-04-09,17120,-0.81
2538,2010-04-12,16600,-3.04
2539,2010-04-13,16560,-0.24
2540,2010-04-14,16900,2.05
2541,2010-04-15,17100,1.18
2542,2010-04-16,16960,-0.82
2543,2010-04-19,16540,-2.48
2544,2010-04-20,16560,0.12
2545,2010-04-21,17040,2.9
2546,2010-04-22,16820,-1.29
2547,2010-04-23,16600,-1.31
2548,2010-04-26,16680,0.48
2549,2010-04-27,16700,0.12
2550,2010-04-28,16500,-1.2
2551,2010-04-29,16500,0.0
2552,2010-04-30,16980,2.91
2553,2010-05-03,16580,-2.36
2554,2010-05-04,16680,0.6
2555,2010-05-06,16280,-2.4
2556,2010-05-07,15880,-2.46
2557,2010-05-10,16060,1.13
2558,2010-05-11,15820,-1.49
2559,2010-05-12,15780,-0.25
2560,2010-05-13,16260,3.04
2561,2010-05-14,16200,-0.37
2562,2010-05-17,15680,-3.21
2563,2010-05-18,15840,1.02
2564,2010-05-19,15460,-2.4
2565,2010-05-20,15120,-2.2
2566,2010-05-24,15160,0.26
2567,2010-05-25,14820,-2.24
2568,2010-05-26,15000,1.21
2569,2010-05-27,15440,2.93
2570,2010-05-28,15560,0.78
2571,2010-05-31,15520,-0.26
2572,2010-06-01,15360,-1.03
2573,2010-06-03,15540,1.17
2574,2010-06-04,15860,2.06
2575,2010-06-07,15740,-0.76
2576,2010-06-08,15700,-0.25
2577,2010-06-09,15400,-1.91
2578,2010-06-10,15460,0.39
2579,2010-06-11,15940,3.1
2580,2010-06-14,16140,1.25
2581,2010-06-15,15960,-1.12
2582,2010-06-16,16380,2.63
2583,2010-06-17,16340,-0.24
2584,2010-06-18,16440,0.61
2585,2010-06-21,16600,0.97
2586,2010-06-22,16320,-1.69
2587,2010-06-23,16100,-1.35
2588,2010-06-24,16400,1.86
2589,2010-06-25,16100,-1.83
2590,2010-06-28,15920,-1.12
2591,2010-06-29,15840,-0.5
2592,2010-06-30,15480,-2.27
2593,2010-07-01,15320,-1.03
2594,2010-07-02,15340,0.13
2595,2010-07-05,15340,0.0
2596,2010-07-06,15500,1.04
2597,2010-07-07,15380,-0.77
2598,2010-07-08,15500,0.78
2599,2010-07-09,15920,2.71
2600,2010-07-12,16040,0.75
2601,2010-07-13,15920,-0.75
2602,2010-07-14,16480,3.52
2603,2010-07-15,16400,-0.49
2604,2010-07-16,16040,-2.2
2605,2010-07-19,15900,-0.87
2606,2010-07-20,15960,0.38
2607,2010-07-21,16340,2.38
2608,2010-07-22,16160,-1.1
2609,2010-07-23,16220,0.37
2610,2010-07-26,16360,0.86
2611,2010-07-27,16580,1.34
2612,2010-07-28,16740,0.97
2613,2010-07-29,16540,-1.19
2614,2010-07-30,16200,-2.06
2615,2010-08-02,16200,0.0
2616,2010-08-03,16300,0.62
2617,2010-08-04,16120,-1.1
2618,2010-08-05,16080,-0.25
2619,2010-08-06,16020,-0.37
2620,2010-08-09,16040,0.12
2621,2010-08-10,15860,-1.12
2622,2010-08-11,15580,-1.77
2623,2010-08-12,15320,-1.67
2624,2010-08-13,15620,1.96
2625,2010-08-16,15640,0.13
2626,2010-08-17,15640,0.0
2627,2010-08-18,15560,-0.51
2628,2010-08-19,15780,1.41
2629,2010-08-20,15680,-0.63
2630,2010-08-23,15800,0.77
2631,2010-08-24,15660,-0.89
2632,2010-08-25,15440,-1.4
2633,2010-08-26,15460,0.13
2634,2010-08-27,15320,-0.91
2635,2010-08-30,15520,1.31
2636,2010-08-31,15120,-2.58
2637,2010-09-01,15040,-0.53
2638,2010-09-02,15180,0.93
2639,2010-09-03,15220,0.26
2640,2010-09-06,15600,2.5
2641,2010-09-07,15760,1.03
2642,2010-09-08,15420,-2.16
2643,2010-09-09,15120,-1.95
2644,2010-09-10,15320,1.32
2645,2010-09-13,15400,0.52
2646,2010-09-14,15200,-1.3
2647,2010-09-15,15140,-0.39
2648,2010-09-16,15140,0.0
2649,2010-09-17,15460,2.11
2650,2010-09-20,15600,0.91
2651,2010-09-24,15240,-2.31
2652,2010-09-27,15100,-0.92
2653,2010-09-28,14900,-1.32
2654,2010-09-29,15440,3.62
2655,2010-09-30,15540,0.65
2656,2010-10-01,15540,0.0
2657,2010-10-04,15600,0.39
2658,2010-10-05,15460,-0.9
2659,2010-10-06,15860,2.59
2660,2010-10-07,15400,-2.9
2661,2010-10-08,15160,-1.56
2662,2010-10-11,15060,-0.66
2663,2010-10-12,14920,-0.93
2664,2010-10-13,14880,-0.27
2665,2010-10-14,15000,0.81
2666,2010-10-15,15080,0.53
2667,2010-10-18,15020,-0.4
2668,2010-10-19,14820,-1.33
2669,2010-10-20,14900,0.54
2670,2010-10-21,15300,2.68
2671,2010-10-22,15540,1.57
2672,2010-10-25,15420,-0.77
2673,2010-10-26,15260,-1.04
2674,2010-10-27,15060,-1.31
2675,2010-10-28,15280,1.46
2676,2010-10-29,14900,-2.49
2677,2010-11-01,14940,0.27
2678,2010-11-02,14800,-0.94
2679,2010-11-03,14800,0.0
2680,2010-11-04,15260,3.11
2681,2010-11-05,15520,1.7
2682,2010-11-08,15560,0.26
2683,2010-11-09,15480,-0.51
2684,2010-11-10,15800,2.07
2685,2010-11-11,15340,-2.91
2686,2010-11-12,15560,1.43
2687,2010-11-15,16160,3.86
2688,2010-11-16,16220,0.37
2689,2010-11-17,15900,-1.97
2690,2010-11-18,15980,0.5
2691,2010-11-19,16360,2.38
2692,2010-11-22,16960,3.67
2693,2010-11-23,16800,-0.94
2694,2010-11-24,17020,1.31
2695,2010-11-25,16900,-0.71
2696,2010-11-26,16740,-0.95
2697,2010-11-29,16720,-0.12
2698,2010-11-30,16520,-1.2
2699,2010-12-01,16400,-0.73
2700,2010-12-02,17180,4.76
2701,2010-12-03,17880,4.07
2702,2010-12-06,17800,-0.45
2703,2010-12-07,18020,1.24
2704,2010-12-08,17760,-1.44
2705,2010-12-09,18340,3.27
2706,2010-12-10,18380,0.22
2707,2010-12-13,18600,1.2
2708,2010-12-14,18580,-0.11
2709,2010-12-15,18320,-1.4
2710,2010-12-16,18220,-0.55
2711,2010-12-17,18520,1.65
2712,2010-12-20,18640,0.65
2713,2010-12-21,18720,0.43
2714,2010-12-22,18780,0.32
2715,2010-12-23,18720,-0.32
2716,2010-12-24,18500,-1.18
2717,2010-12-27,18440,-0.32
2718,2010-12-28,18760,1.74
2719,2010-12-29,18900,0.75
2720,2010-12-30,18980,0.42
2721,2011-01-03,19160,0.95
2722,2011-01-04,19160,0.0
2723,2011-01-05,18840,-1.67
2724,2011-01-06,18600,-1.27
2725,2011-01-07,18420,-0.97
2726,2011-01-10,18340,-0.43
2727,2011-01-11,18260,-0.44
2728,2011-01-12,18600,1.86
2729,2011-01-13,18440,-0.86
2730,2011-01-14,18660,1.19
2731,2011-01-17,18980,1.71
2732,2011-01-18,19380,2.11
2733,2011-01-19,19940,2.89
2734,2011-01-20,19640,-1.5
2735,2011-01-21,19420,-1.12
2736,2011-01-24,19420,0.0
2737,2011-01-25,19500,0.41
2738,2011-01-26,19960,2.36
2739,2011-01-27,19880,-0.4
2740,2011-01-28,20200,1.61
2741,2011-01-31,19620,-2.87
2742,2011-02-01,19660,0.2
2743,2011-02-07,19440,-1.12
2744,2011-02-08,19220,-1.13
2745,2011-02-09,19200,-0.1
2746,2011-02-10,18720,-2.5
2747,2011-02-11,18300,-2.24
2748,2011-02-14,19060,4.15
2749,2011-02-15,19160,0.52
2750,2011-02-16,18900,-1.36
2751,2011-02-17,19080,0.95
2752,2011-02-18,19200,0.63
2753,2011-02-21,18960,-1.25
2754,2011-02-22,18760,-1.05
2755,2011-02-23,18600,-0.85
2756,2011-02-24,18580,-0.11
2757,2011-02-25,18520,-0.32
2758,2011-02-28,18460,-0.32
2759,2011-03-02,18360,-0.54
2760,2011-03-03,18460,0.54
2761,2011-03-04,18900,2.38
2762,2011-03-07,18120,-4.13
2763,2011-03-08,17980,-0.77
2764,2011-03-09,17800,-1.0
2765,2011-03-10,17320,-2.7
2766,2011-03-11,17240,-0.46
2767,2011-03-14,18000,4.41
2768,2011-03-15,17200,-4.44
2769,2011-03-16,17720,3.02
2770,2011-03-17,17800,0.45
2771,2011-03-18,17820,0.11
2772,2011-03-21,17800,-0.11
2773,2011-03-22,17500,-1.69
2774,2011-03-23,17460,-0.23
2775,2011-03-24,17600,0.8
2776,2011-03-25,18200,3.41
2777,2011-03-28,18320,0.66
2778,2011-03-29,18320,0.0
2779,2011-03-30,18520,1.09
2780,2011-03-31,18640,0.65
2781,2011-04-01,18800,0.86
2782,2011-04-04,18900,0.53
2783,2011-04-05,18900,0.0
2784,2011-04-06,18460,-2.33
2785,2011-04-07,18180,-1.52
2786,2011-04-08,17960,-1.21
2787,2011-04-11,17880,-0.45
2788,2011-04-12,17640,-1.34
2789,2011-04-13,18020,2.15
2790,2011-04-14,18000,-0.11
2791,2011-04-15,17760,-1.33
2792,2011-04-18,17340,-2.36
2793,2011-04-19,17500,0.92
2794,2011-04-20,18320,4.69
2795,2011-04-21,18560,1.31
2796,2011-04-22,18080,-2.59
2797,2011-04-25,17780,-1.66
2798,2011-04-26,17940,0.9
2799,2011-04-27,18480,3.01
2800,2011-04-28,18000,-2.6
2801,2011-04-29,17860,-0.78
2802,2011-05-02,18640,4.37
2803,2011-05-03,18760,0.64
2804,2011-05-04,18300,-2.45
2805,2011-05-06,17980,-1.75
2806,2011-05-09,17820,-0.89
2807,2011-05-11,17840,0.11
2808,2011-05-12,17700,-0.78
2809,2011-05-13,18320,3.5
2810,2011-05-16,18020,-1.64
2811,2011-05-17,17800,-1.22
2812,2011-05-18,17860,0.34
2813,2011-05-19,17600,-1.46
2814,2011-05-20,17640,0.23
2815,2011-05-23,17460,-1.02
2816,2011-05-24,17300,-0.92
2817,2011-05-25,17120,-1.04
2818,2011-05-26,17580,2.69
2819,2011-05-27,17820,1.37
2820,2011-05-30,17680,-0.79
2821,2011-05-31,18040,2.04
2822,2011-06-01,18220,1.0
2823,2011-06-02,17660,-3.07
2824,2011-06-03,17700,0.23
2825,2011-06-07,17740,0.23
2826,2011-06-08,17540,-1.13
2827,2011-06-09,17300,-1.37
2828,2011-06-10,17020,-1.62
2829,2011-06-13,17060,0.24
2830,2011-06-14,17260,1.17
2831,2011-06-15,17300,0.23
2832,2011-06-16,16960,-1.97
2833,2011-06-17,16380,-3.42
2834,2011-06-20,16000,-2.32
2835,2011-06-21,16280,1.75
2836,2011-06-22,16520,1.47
2837,2011-06-23,16620,0.61
2838,2011-06-24,17040,2.53
2839,2011-06-27,16700,-2.0
2840,2011-06-28,16640,-0.36
2841,2011-06-29,16660,0.12
2842,2011-06-30,16520,-0.84
2843,2011-07-01,17100,3.51
2844,2011-07-04,17560,2.69
2845,2011-07-05,17980,2.39
2846,2011-07-06,17960,-0.11
2847,2011-07-07,17600,-2.0
2848,2011-07-08,17700,0.57
2849,2011-07-11,17300,-2.26
2850,2011-07-12,17000,-1.73
2851,2011-07-13,16860,-0.82
2852,2011-07-14,16620,-1.42
2853,2011-07-15,16640,0.12
2854,2011-07-18,16260,-2.28
2855,2011-07-19,16440,1.11
2856,2011-07-20,17020,3.53
2857,2011-07-21,16840,-1.06
2858,2011-07-22,17000,0.95
2859,2011-07-25,16940,-0.35
2860,2011-07-26,17000,0.35
2861,2011-07-27,16900,-0.59
2862,2011-07-28,16740,-0.95
2863,2011-07-29,16880,0.84
2864,2011-08-01,17400,3.08
2865,2011-08-02,17040,-2.07
2866,2011-08-03,16660,-2.23
2867,2011-08-04,16420,-1.44
2868,2011-08-05,15780,-3.9
2869,2011-08-08,15200,-3.68
2870,2011-08-09,14480,-4.74
2871,2011-08-10,14400,-0.55
2872,2011-08-11,14160,-1.67
2873,2011-08-12,14140,-0.14
2874,2011-08-16,15000,6.08
2875,2011-08-17,15040,0.27
2876,2011-08-18,14180,-5.72
2877,2011-08-19,13600,-4.09
2878,2011-08-22,13820,1.62
2879,2011-08-23,14460,4.63
2880,2011-08-24,14160,-2.07
2881,2011-08-25,14500,2.4
2882,2011-08-26,14520,0.14
2883,2011-08-29,14660,0.96
2884,2011-08-30,14840,1.23
2885,2011-08-31,14880,0.27
2886,2011-09-01,15420,3.63
2887,2011-09-02,15380,-0.26
2888,2011-09-05,14620,-4.94
2889,2011-09-06,14540,-0.55
2890,2011-09-07,15460,6.33
2891,2011-09-08,15960,3.23
2892,2011-09-09,15600,-2.26
2893,2011-09-14,15060,-3.46
2894,2011-09-15,15420,2.39
2895,2011-09-16,15960,3.5
2896,2011-09-19,16160,1.25
2897,2011-09-20,16220,0.37
2898,2011-09-21,16260,0.25
2899,2011-09-22,15800,-2.83
2900,2011-09-23,15160,-4.05
2901,2011-09-26,15500,2.24
2902,2011-09-27,16080,3.74
2903,2011-09-28,16140,0.37
2904,2011-09-29,16740,3.72
2905,2011-09-30,16800,0.36
2906,2011-10-04,16560,-1.43
2907,2011-10-05,16840,1.69
2908,2011-10-06,17100,1.54
2909,2011-10-07,17200,0.58
2910,2011-10-10,17480,1.63
2911,2011-10-11,17620,0.8
2912,2011-10-12,17960,1.93
2913,2011-10-13,17800,-0.89
2914,2011-10-14,17720,-0.45
2915,2011-10-17,17800,0.45
2916,2011-10-18,17660,-0.79
2917,2011-10-19,17720,0.34
2918,2011-10-20,18140,2.37
2919,2011-10-21,18340,1.1
2920,2011-10-24,18820,2.62
2921,2011-10-25,18900,0.43
2922,2011-10-26,18680,-1.16
2923,2011-10-27,18480,-1.07
2924,2011-10-28,18900,2.27
2925,2011-10-31,19360,2.43
2926,2011-11-01,19800,2.27
2927,2011-11-02,19420,-1.92
2928,2011-11-03,19340,-0.41
2929,2011-11-04,20100,3.93
2930,2011-11-07,19860,-1.19
2931,2011-11-08,19400,-2.32
2932,2011-11-09,19700,1.55
2933,2011-11-10,18700,-5.08
2934,2011-11-11,19660,5.13
2935,2011-11-14,19920,1.32
2936,2011-11-15,19920,0.0
2937,2011-11-16,19500,-2.11
2938,2011-11-17,19600,0.51
2939,2011-11-18,19260,-1.73
2940,2011-11-21,19000,-1.35
2941,2011-11-22,19260,1.37
2942,2011-11-23,18700,-2.91
2943,2011-11-24,18860,0.86
2944,2011-11-25,18940,0.42
2945,2011-11-28,19560,3.27
2946,2011-11-29,20100,2.76
2947,2011-11-30,20080,-0.1
2948,2011-12-01,21480,6.97
2949,2011-12-02,21000,-2.23
2950,2011-12-05,21320,1.52
2951,2011-12-06,20880,-2.06
2952,2011-12-07,21120,1.15
2953,2011-12-08,21280,0.76
2954,2011-12-09,21060,-1.03
2955,2011-12-12,21680,2.94
2956,2011-12-13,21000,-3.14
2957,2011-12-14,20800,-0.95
2958,2011-12-15,20300,-2.4
2959,2011-12-16,20900,2.96
2960,2011-12-19,20140,-3.64
2961,2011-12-20,20240,0.5
2962,2011-12-21,21140,4.45
2963,2011-12-22,21040,-0.47
2964,2011-12-23,21360,1.52
2965,2011-12-26,21320,-0.19
2966,2011-12-27,21460,0.66
2967,2011-12-28,21220,-1.12
2968,2011-12-29,21160,-0.28
2969,2012-01-02,21600,2.08
2970,2012-01-03,22100,2.31
2971,2012-01-04,21600,-2.26
2972,2012-01-05,21100,-2.31
2973,2012-01-06,20800,-1.42
2974,2012-01-09,20320,-2.31
2975,2012-01-10,20520,0.98
2976,2012-01-11,20420,-0.49
2977,2012-01-12,20560,0.69
2978,2012-01-13,20920,1.75
2979,2012-01-16,20600,-1.53
2980,2012-01-17,20720,0.58
2981,2012-01-18,20600,-0.58
2982,2012-01-19,21440,4.08
2983,2012-01-20,22100,3.08
2984,2012-01-25,22280,0.81
2985,2012-01-26,22260,-0.09
2986,2012-01-27,22500,1.08
2987,2012-01-30,22300,-0.89
2988,2012-01-31,22140,-0.72
2989,2012-02-01,21580,-2.53
2990,2012-02-02,21600,0.09
2991,2012-02-03,21320,-1.3
2992,2012-02-06,21480,0.75
2993,2012-02-07,21860,1.77
2994,2012-02-08,21840,-0.09
2995,2012-02-09,21680,-0.73
2996,2012-02-10,21240,-2.03
2997,2012-02-13,21660,1.98
2998,2012-02-14,21600,-0.28
2999,2012-02-15,22700,5.09
3000,2012-02-16,22700,0.0
3001,2012-02-17,23520,3.61
3002,2012-02-20,23500,-0.09
3003,2012-02-21,23600,0.43
3004,2012-02-22,23940,1.44
3005,2012-02-23,23200,-3.09
3006,2012-02-24,23600,1.72
3007,2012-02-27,23420,-0.76
3008,2012-02-28,23700,1.2
3009,2012-02-29,24120,1.77
3010,2012-03-02,23640,-1.99
3011,2012-03-05,23480,-0.68
3012,2012-03-06,23600,0.51
3013,2012-03-07,23440,-0.68
3014,2012-03-08,23600,0.68
3015,2012-03-09,24600,4.24
3016,2012-03-12,24200,-1.63
3017,2012-03-13,24420,0.91
3018,2012-03-14,25000,2.38
3019,2012-03-15,25000,0.0
3020,2012-03-16,24760,-0.96
3021,2012-03-19,25200,1.78
3022,2012-03-20,25340,0.56
3023,2012-03-21,24840,-1.97
3024,2012-03-22,25160,1.29
3025,2012-03-23,25220,0.24
3026,2012-03-26,25500,1.11
3027,2012-03-27,26220,2.82
3028,2012-03-28,26040,-0.69
3029,2012-03-29,25600,-1.69
3030,2012-03-30,25500,-0.39
3031,2012-04-02,25980,1.88
3032,2012-04-03,26700,2.77
3033,2012-04-04,26400,-1.12
3034,2012-04-05,26600,0.76
3035,2012-04-06,26640,0.15
3036,2012-04-09,26340,-1.13
3037,2012-04-10,26220,-0.46
3038,2012-04-12,25460,-2.9
3039,2012-04-13,25360,-0.39
3040,2012-04-16,25180,-0.71
3041,2012-04-17,24980,-0.79
3042,2012-04-18,25860,3.52
3043,2012-04-19,26140,1.08
3044,2012-04-20,25640,-1.91
3045,2012-04-23,25580,-0.23
3046,2012-04-24,25660,0.31
3047,2012-04-25,26100,1.71
3048,2012-04-26,26800,2.68
3049,2012-04-27,27480,2.54
3050,2012-04-30,27800,1.16
3051,2012-05-02,28200,1.44
3052,2012-05-03,28020,-0.64
3053,2012-05-04,27200,-2.93
3054,2012-05-07,26840,-1.32
3055,2012-05-08,26820,-0.07
3056,2012-05-09,26620,-0.75
3057,2012-05-10,26540,-0.3
3058,2012-05-11,26060,-1.81
3059,2012-05-14,26280,0.84
3060,2012-05-15,26220,-0.23
3061,2012-05-16,24600,-6.18
3062,2012-05-17,24460,-0.57
3063,2012-05-18,23320,-4.66
3064,2012-05-21,24180,3.69
3065,2012-05-22,24800,2.56
3066,2012-05-23,24420,-1.53
3067,2012-05-24,24500,0.33
3068,2012-05-25,24500,0.0
3069,2012-05-29,24760,1.06
3070,2012-05-30,24520,-0.97
3071,2012-05-31,24220,-1.22
3072,2012-06-01,24660,1.82
3073,2012-06-04,23920,-3.0
3074,2012-06-05,24060,0.59
3075,2012-06-07,25300,5.15
3076,2012-06-08,24940,-1.42
3077,2012-06-11,25360,1.68
3078,2012-06-12,25100,-1.03
3079,2012-06-13,25420,1.27
3080,2012-06-14,25220,-0.79
3081,2012-06-15,24340,-3.49
3082,2012-06-18,24860,2.14
3083,2012-06-19,24880,0.08
3084,2012-06-20,25040,0.64
3085,2012-06-21,24540,-2.0
3086,2012-06-22,23640,-3.67
3087,2012-06-25,22640,-4.23
3088,2012-06-26,22780,0.62
3089,2012-06-27,23340,2.46
3090,2012-06-28,23360,0.09
3091,2012-06-29,24020,2.83
3092,2012-07-02,23480,-2.25
3093,2012-07-03,23500,0.09
3094,2012-07-04,23820,1.36
3095,2012-07-05,23700,-0.5
3096,2012-07-06,23220,-2.03
3097,2012-07-09,22520,-3.01
3098,2012-07-10,22540,0.09
3099,2012-07-11,22360,-0.8
3100,2012-07-12,21820,-2.42
3101,2012-07-13,22780,4.4
3102,2012-07-16,23040,1.14
3103,2012-07-17,23360,1.39
3104,2012-07-18,23080,-1.2
3105,2012-07-19,23900,3.55
3106,2012-07-20,23820,-0.33
3107,2012-07-23,23240,-2.43
3108,2012-07-24,23400,0.69
3109,2012-07-25,23160,-1.03
3110,2012-07-26,23440,1.21
3111,2012-07-27,24660,5.2
3112,2012-07-30,25500,3.41
3113,2012-07-31,26180,2.67
3114,2012-08-01,26000,-0.69
3115,2012-08-02,25260,-2.85
3116,2012-08-03,24860,-1.58
3117,2012-08-06,25960,4.42
3118,2012-08-07,25880,-0.31
3119,2012-08-08,26400,2.01
3120,2012-08-09,26800,1.52
3121,2012-08-10,26960,0.6
3122,2012-08-13,26500,-1.71
3123,2012-08-14,26900,1.51
3124,2012-08-16,26900,0.0
3125,2012-08-17,25900,-3.72
3126,2012-08-20,25660,-0.93
3127,2012-08-21,25640,-0.08
3128,2012-08-22,25280,-1.4
3129,2012-08-23,25740,1.82
3130,2012-08-24,25500,-0.93
3131,2012-08-27,23600,-7.45
3132,2012-08-28,23900,1.27
3133,2012-08-29,24600,2.93
3134,2012-08-30,24300,-1.22
3135,2012-08-31,24660,1.48
3136,2012-09-03,24360,-1.22
3137,2012-09-04,24360,0.0
3138,2012-09-05,23780,-2.38
3139,2012-09-06,23920,0.59
3140,2012-09-07,25000,4.52
3141,2012-09-10,25000,0.0
3142,2012-09-11,25120,0.48
3143,2012-09-12,25880,3.03
3144,2012-09-13,26020,0.54
3145,2012-09-14,26720,2.69
3146,2012-09-17,26300,-1.57
3147,2012-09-18,26300,0.0
3148,2012-09-19,26280,-0.08
3149,2012-09-20,25740,-2.05
3150,2012-09-21,26040,1.17
3151,2012-09-24,26540,1.92
3152,2012-09-25,26540,0.0
3153,2012-09-26,26500,-0.15
3154,2012-09-27,26760,0.98
3155,2012-09-28,26920,0.6
3156,2012-10-02,27380,1.71
3157,2012-10-04,27340,-0.15
3158,2012-10-05,27400,0.22
3159,2012-10-08,27460,0.22
3160,2012-10-09,27440,-0.07
3161,2012-10-10,26500,-3.43
3162,2012-10-11,26080,-1.58
3163,2012-10-12,25920,-0.61
3164,2012-10-15,26000,0.31
3165,2012-10-16,26600,2.31
3166,2012-10-17,26720,0.45
3167,2012-10-18,26740,0.07
3168,2012-10-19,26040,-2.62
3169,2012-10-22,26300,1.0
3170,2012-10-23,26260,-0.15
3171,2012-10-24,26000,-0.99
3172,2012-10-25,26440,1.69
3173,2012-10-26,25740,-2.65
3174,2012-10-29,25980,0.93
3175,2012-10-30,25960,-0.08
3176,2012-10-31,26200,0.92
3177,2012-11-01,25940,-0.99
3178,2012-11-02,26540,2.31
3179,2012-11-05,26820,1.06
3180,2012-11-06,26980,0.6
3181,2012-11-07,27240,0.96
3182,2012-11-08,27000,-0.88
3183,2012-11-09,26820,-0.67
3184,2012-11-12,26900,0.3
3185,2012-11-13,26980,0.3
3186,2012-11-14,27100,0.44
3187,2012-11-15,26620,-1.77
3188,2012-11-16,26140,-1.8
3189,2012-11-19,26640,1.91
3190,2012-11-20,27280,2.4
3191,2012-11-21,27680,1.47
3192,2012-11-22,28340,2.38
3193,2012-11-23,28740,1.41
3194,2012-11-26,28080,-2.3
3195,2012-11-27,28320,0.85
3196,2012-11-28,28260,-0.21
3197,2012-11-29,28280,0.07
3198,2012-11-30,28120,-0.57
3199,2012-12-03,28600,1.71
3200,2012-12-04,28600,0.0
3201,2012-12-05,29100,1.75
3202,2012-12-06,29080,-0.07
3203,2012-12-07,29600,1.79
3204,2012-12-10,29820,0.74
3205,2012-12-11,29520,-1.01
3206,2012-12-12,29800,0.95
3207,2012-12-13,30660,2.89
3208,2012-12-14,30300,-1.17
3209,2012-12-17,30060,-0.79
3210,2012-12-18,30300,0.8
3211,2012-12-20,30060,-0.79
3212,2012-12-21,28840,-4.06
3213,2012-12-24,29480,2.22
3214,2012-12-26,29400,-0.27
3215,2012-12-27,29920,1.77
3216,2012-12-28,30440,1.74
3217,2013-01-02,31520,3.55
3218,2013-01-03,30860,-2.09
3219,2013-01-04,30500,-1.17
3220,2013-01-07,30400,-0.33
3221,2013-01-08,30000,-1.32
3222,2013-01-09,30000,0.0
3223,2013-01-10,30600,2.0
3224,2013-01-11,30660,0.2
3225,2013-01-14,31040,1.24
3226,2013-01-15,30240,-2.58
3227,2013-01-16,29840,-1.32
3228,2013-01-17,29380,-1.54
3229,2013-01-18,29600,0.75
3230,2013-01-21,29080,-1.76
3231,2013-01-22,29600,1.79
3232,2013-01-23,29460,-0.47
3233,2013-01-24,29060,-1.36
3234,2013-01-25,28340,-2.48
3235,2013-01-28,27440,-3.18
3236,2013-01-29,28180,2.7
3237,2013-01-30,28800,2.2
3238,2013-01-31,28960,0.56
3239,2013-02-01,28820,-0.48
3240,2013-02-04,28740,-0.28
3241,2013-02-05,28700,-0.14
3242,2013-02-06,28540,-0.56
3243,2013-02-07,28400,-0.49
3244,2013-02-08,29240,2.96
3245,2013-02-12,29360,0.41
3246,2013-02-13,29740,1.29
3247,2013-02-14,29800,0.2
3248,2013-02-15,29960,0.54
3249,2013-02-18,29800,-0.53
3250,2013-02-19,29840,0.13
3251,2013-02-20,30900,3.55
3252,2013-02-21,31000,0.32
3253,2013-02-22,30600,-1.29
3254,2013-02-25,30600,0.0
